conversion_id,device_id,game_id,revenue_usd,event_timestamp,received_timestamp,conversion_type
13848b0d3f5b2adc,bb30d4f3d3f5bf17,game_004,3.24,2025-01-09T02:23:19Z,2025-01-09T03:05:06Z,subscription
62bdd213cbe2ce2b,3c14cbd78549072c,game_004,,2025-01-14T09:56:55Z,2025-01-14T10:15:09Z,purchase
0580a7d7cb029487,a3c53dbe9b3e24c6,game_002,1.89,2025-01-25T04:56:08Z,2025-01-25T05:45:20Z,install
6361b532ab46b745,ba50e19bec4ecacc,game_001,4.37,2025-01-12T01:07:44Z,2025-01-12T02:04:56Z,subscription
7fe30773982febc3,1cc1532d3b767955,game_001,7.81,2025-01-08T00:30:24Z,2025-01-08T01:04:35Z,purchase
158c5dc970544873,87f39d77ed1125eb,game_005,9.34,2025-01-17T02:19:04Z,2025-01-17T02:34:35Z,purchase
f3c26fed44711e19,1f51b8b1075c3923,game_001,10.14,2025-01-04T18:01:44Z,2025-01-04T18:13:09Z,purchase
665382a57e3b5576,f304f3d57ccafe23,game_002,4.33,2025-01-22T05:09:42Z,2025-01-22T05:41:32Z,purchase
1c46fe5d12a318bc,2f6d81744b8d092b,game_004,2.79,2025-01-29T09:11:31Z,2025-01-29T10:10:14Z,purchase
2ca9dd1f1da4273e,df61766abf5eabf2,game_001,11.48,2025-01-07T10:56:07Z,2025-01-07T11:48:27Z,subscription
e231111c06bbf021,e882ebea706ef4ee,game_002,2.83,2025-01-24T10:06:39Z,2025-01-24T10:19:29Z,purchase
9f96218279ed8cc1,1032260e21198e26,game_005,6.01,2025-01-17T12:57:16Z,2025-01-17T13:13:10Z,purchase
e9169712fbc8f543,16a4ee1927119df3,game_003,1.57,2025-01-09T00:23:48Z,2025-01-09T01:17:14Z,purchase
fa69a56ccd31f101,cab42db0bc8f2e81,game_003,5.31,2025-02-02T20:50:59Z,2025-02-02T21:34:05Z,purchase
aa536009138be7f7,b661b691f054c2da,game_002,6.85,2025-01-15T07:10:34Z,2025-01-15T07:22:32Z,install
a1ed966b594ce294,fb220d65e65536be,game_003,2.82,2025-01-13T07:36:18Z,2025-01-13T08:14:14Z,subscription
a06471a8dff246df,6bc6d070e370d399,game_003,2.39,2025-01-07T14:40:02Z,2025-01-07T15:20:05Z,purchase
6499d7a1d6ee0b8f,be529212df3b7bbb,game_002,2.97,2025-01-20T17:55:35Z,2025-01-26T17:55:35Z,purchase
f8e360f50d80a811,b32c1dbc69925cac,game_002,2.81,2025-01-15T18:25:21Z,2025-01-15T18:39:23Z,purchase
2285fd563402fe22,c340ec8a818762d7,game_002,6.29,2025-01-04T23:35:52Z,2025-01-04T23:46:06Z,purchase
7fc8be3a286ff76f,d3ff5f796ba1aac0,game_003,5.64,2025-01-26T00:20:55Z,2025-01-26T01:09:32Z,purchase
5e33173246f46e46,e9d8e5945319ff5b,game_002,3.84,2025-01-09T04:45:00Z,2025-01-09T05:33:06Z,install
5cd47e06c4b65aa7,c11c78dcadca895d,game_005,8.38,2025-01-27T03:24:39Z,2025-01-27T03:37:02Z,purchase
c5f19ebfdd7e82d0,c26986c6d58eca86,game_004,2.28,2025-01-29T19:49:17Z,2025-01-29T20:19:14Z,subscription
9482f71fc90199aa,e6d2b73268c2dba0,game_002,4.3,2025-01-05T20:36:00Z,2025-01-05T20:45:09Z,install
831e2074eeec8a25,6a04385d8e14ee61,game_001,9.16,2025-01-11T04:00:39Z,2025-01-11T04:43:52Z,install
1e96b2f90f01ddf2,4931b2d4d3def87c,game_001,5.27,2025-01-05T04:55:21Z,2025-01-05T05:34:34Z,subscription
b6d94d8ed4e0b9c0,d59da427ae29ce49,game_001,9.02,2025-02-01T07:08:35Z,2025-02-01T08:06:56Z,purchase
4325dec3ac8f467d,8674b4a999575694,game_002,3.08,2025-01-06T20:01:03Z,2025-01-06T20:26:51Z,purchase
69cba10b35c7cd36,0152a093497d71da,game_001,11.76,2025-01-31T05:41:16Z,2025-01-31T05:55:06Z,install
12030ae1822df9e7,82a21dbef567fd94,game_001,8.5,2025-01-01T02:00:00Z,2025-01-01T02:01:00Z,install
a616d3d56c703c4e,030d1e86df643d30,game_002,6.66,2025-01-01T22:51:21Z,2025-01-01T23:26:14Z,purchase
02a5ff0c423e17e4,6ceb9efd597e5978,game_005,3.31,2025-01-27T03:35:08Z,2025-01-27T03:48:00Z,purchase
025ef60526a22e77,6bc82bd84d397780,game_003,2.6,2025-01-08T17:33:32Z,2025-01-08T18:20:09Z,install
98844bc0331497f7,a95c4fb8d0d38c90,game_004,2.12,2025-01-31T22:00:43Z,2025-01-31T22:51:52Z,subscription
dd0082fe327a18a7,759fd963499f48e3,game_002,7.3,2025-01-27T16:58:09Z,2025-01-27T17:33:27Z,install
ef8a81d05dfd1d12,cb923d6beb0cde84,game_004,2.18,2025-01-15T22:10:16Z,2025-01-15T22:38:33Z,subscription
19cd20d196d3aa36,c6880abca80873d3,game_005,8.19,2025-01-24T12:27:17Z,2025-01-24T13:19:03Z,subscription
479682141a184733,,game_001,5.57,2025-01-11T08:16:22Z,2025-01-11T08:19:46Z,purchase
439fa3d22d21f20d,c1b67e84a4705888,game_004,2.58,2025-01-10T13:45:42Z,2025-01-10T14:26:43Z,purchase
2b87cc6784f7ecc8,8ae221c348521a02,game_005,4.38,2025-01-17T01:41:14Z,2025-01-17T02:33:21Z,purchase
67ffd5ee3e10f341,61cbd6a07be52b54,game_003,2.1,2025-02-01T18:46:06Z,2025-02-01T19:30:36Z,install
406093ad417ca0eb,f66618e6ece99760,game_001,13.57,2025-01-22T09:46:22Z,2025-01-22T10:40:33Z,subscription
3eb3553b53cf6efa,6f940c75d4dc2ead,game_001,13.31,2025-01-13T11:23:44Z,2025-01-13T11:40:17Z,subscription
c1bc2538b6f906e4,943d4ba040f00519,game_004,2.29,2025-01-20T08:05:48Z,2025-01-20T08:12:47Z,subscription
4bb5259d91a576ee,a945f0b4c65a45c4,game_001,4.95,2025-01-09T01:40:14Z,2025-01-09T01:41:33Z,subscription
3f90c1d928d8bdea,9b7c8094fba81a29,game_001,6.29,2025-01-26T06:00:57Z,2025-01-26T06:29:35Z,subscription
4cba2e1e67e366b7,a7e82e5a3743aa35,game_001,12.29,2025-01-19T13:02:49Z,2025-01-19T13:18:50Z,subscription
08e77d211282a036,,game_004,2.64,2025-01-16T03:55:07Z,2025-01-16T04:38:14Z,purchase
24d6afc7e8ef572c,11bb856fc9541853,game_001,7.36,2025-01-20T22:27:14Z,2025-01-20T22:27:46Z,install
04e3586f50f39b06,8d0aad7d40f00361,game_004,4.19,2025-02-01T12:20:43Z,2025-02-01T13:09:18Z,subscription
d5c796aaf03c99c3,3e99af65d4ba181b,game_002,5.83,2025-01-09T14:43:36Z,2025-01-09T14:54:14Z,install
d630a51e2065242f,ba492ffadf416972,game_003,4.62,2025-01-20T04:17:23Z,2025-01-20T05:02:56Z,subscription
2cc2722ed807a016,a42ce5e60ae30d6b,game_005,4.71,2025-01-11T09:09:42Z,2025-01-11T09:25:38Z,install
b337f2b6698d393d,,game_003,16.67,2025-01-15T20:35:12Z,2025-01-15T20:52:15Z,purchase
a279ed23592abc2d,2e2efef36f5590b7,game_005,6.23,2025-01-18T00:52:58Z,2025-01-18T01:20:01Z,purchase
103f032aa195499b,a032fcfb42c59db7,game_003,5.11,2025-01-06T10:05:21Z,2025-01-12T10:05:21Z,install
4b4fa5bbba3f9098,229049ec5564800f,game_005,8.73,2025-01-17T03:53:06Z,2025-01-17T04:26:35Z,install
f3194c4000e2f32c,41a08c344959d749,game_004,5.54,2025-01-05T11:52:37Z,2025-01-05T12:42:58Z,install
2fa147d7d12f3198,b2c851eb6728eef1,game_004,2.19,2025-01-08T15:36:20Z,2025-01-08T15:53:24Z,subscription
d07ac182c0e0d3f3,73d8a7532faebece,game_004,5.64,2025-01-18T17:04:28Z,2025-01-18T17:19:41Z,install
5579a7d5609b072e,f1072a99147a5729,game_004,1.87,2025-01-17T16:01:26Z,2025-01-17T16:12:05Z,purchase
5847af64ffbf0628,354a7ba3944f6f52,game_004,1.36,2025-01-09T22:37:28Z,2025-01-09T22:57:13Z,install
ecbecf3a330dc37f,2de755d8c6b0313f,game_004,,2025-01-09T17:54:25Z,2025-01-09T18:15:35Z,subscription
33c8ed8acf034147,60e75a741e294064,game_003,5.74,2025-01-21T15:01:27Z,2025-01-27T15:01:27Z,subscription
786759719a9ff5f4,94f57de7e7d282ae,game_001,10.22,2025-01-09T12:58:47Z,2025-01-09T13:54:29Z,install
cea69864a5eb27a5,18b1decbfa4553c4,game_005,5.1,2025-01-22T05:20:40Z,2025-01-22T06:08:40Z,install
6f09419916236847,9c54eebc2d638949,game_003,1.76,2025-01-08T07:42:43Z,2025-01-08T08:22:40Z,purchase
8292bf1778c01709,,game_003,17.28,2025-01-09T00:25:08Z,2025-01-09T00:37:42Z,install
295ead223ff9edde,45520355c8731be7,game_005,2.99,2025-01-11T23:34:24Z,2025-01-12T00:11:48Z,install
23a2507eadb76943,04dfe9c5174201ac,game_002,6.9,2025-01-09T11:52:53Z,2025-01-09T12:12:22Z,install
f5371cac797c0412,78eef7543ba2fc17,game_003,1.32,2025-01-23T14:54:49Z,2025-01-23T15:17:52Z,subscription
4a96b51f2f0b39a9,,game_004,2.3,2025-01-14T06:19:15Z,2025-01-14T06:32:17Z,purchase
2a09a9f405381519,5c5451c26a53b9a0,game_002,4.95,2025-01-14T16:37:02Z,2025-01-14T16:52:38Z,install
a9f4366338d1e50e,ff514c85c8228d33,game_005,7.67,2025-01-12T16:56:10Z,2025-01-12T17:25:12Z,purchase
d965ac68a1f2716d,,game_005,3.49,2025-01-13T09:57:29Z,2025-01-13T10:35:15Z,purchase
020c97d48d091825,a49750dfb0065a44,game_004,4.72,2025-01-18T07:15:40Z,2025-01-18T07:57:47Z,subscription
b18108fdc17ffc28,cb199a5d11a54220,game_004,2.19,2025-01-12T22:02:44Z,2025-01-12T22:49:39Z,install
73a38bb17d521fea,cc5f13bb25a5210b,game_002,3.57,2025-02-02T16:16:05Z,2025-02-02T16:34:57Z,install
0687a5a2e95798e4,114811ee5a858bf6,game_004,4.24,2025-01-20T01:10:43Z,2025-01-20T01:52:27Z,purchase
6b6c2b4f8a99346e,5576d2324ead4349,game_004,4.48,2025-01-11T09:55:14Z,2025-01-11T10:24:17Z,purchase
b509c0f4f622c619,6e5204ae9764c24c,game_003,1.97,2025-01-04T23:41:45Z,2025-01-07T23:41:45Z,install
778db60160ae136f,3fa86f7a92e8fdab,game_003,4.36,2025-01-14T16:04:58Z,2025-01-14T16:16:56Z,purchase
31a73518d49021fc,8be03dbeec7ba37b,game_003,2.32,2025-01-21T00:19:41Z,2025-01-21T00:30:31Z,install
4b2a9206f5919a2b,b4546db924980a51,game_002,,2025-01-04T04:55:58Z,2025-01-04T05:11:13Z,install
d3479ee55927f15a,,game_002,2.34,2025-01-17T04:55:25Z,2025-01-17T05:41:00Z,purchase
495cdb4aa9a266ba,af609f21f7ceee44,game_001,5.76,2025-01-04T20:18:53Z,2025-01-04T21:00:16Z,purchase
e2dbf792ee4e1a43,b321ae4fe69d6e4b,game_003,3.56,2025-01-03T22:18:44Z,2025-01-03T23:08:44Z,subscription
34ebd311b3a92219,0a5b052f38b08ea3,game_002,4.42,2025-01-21T00:49:08Z,2025-01-21T00:51:15Z,subscription
c9264251f4a6c973,ec47c45d9693e17e,game_005,3.05,2025-02-02T17:25:08Z,2025-02-02T18:10:28Z,subscription
a91c605378e49907,c12ee72eb7216091,game_003,2.41,2025-01-12T21:34:42Z,2025-01-15T21:34:42Z,install
aad59714e17c4864,5a6c9ef4f717fe7d,game_003,5.12,2025-02-01T17:59:58Z,2025-02-07T17:59:58Z,purchase
60ce4d251ee85f3c,1318d24b623b030d,game_004,3.88,2025-01-17T17:43:48Z,2025-01-17T17:51:32Z,install
3f55a96345291e3b,96aeb19a8a15b601,game_002,6.46,2025-01-07T06:21:15Z,2025-01-07T07:15:18Z,subscription
b89e9b09f214915c,23a327df48d0c5e9,game_001,9.66,2025-01-12T10:54:20Z,2025-01-12T11:02:28Z,subscription
4d5ce4a178ee8bc8,13c307ccc70f2a82,game_002,6.98,2025-01-18T08:14:38Z,2025-01-18T08:38:59Z,subscription
83981bd3c9b15bcd,6069a0cca213b974,game_002,2.29,2025-01-12T20:21:52Z,2025-01-12T20:58:07Z,purchase
046a05510376cc66,22cfd00cc5396486,game_004,3.74,2025-02-03T15:19:28Z,2025-02-03T16:11:22Z,purchase
5c36c2663b707701,c7403ea198f810c8,game_004,3.31,2025-01-19T09:01:27Z,2025-01-19T09:37:47Z,install
4b2e1fca63984e2c,f9fced0635cd0f70,game_003,4.52,2025-01-12T09:49:31Z,2025-01-12T09:51:46Z,purchase
981660bae0ac1637,835344fa5f93ae5f,game_004,2.43,2025-01-27T22:13:41Z,2025-01-27T22:34:25Z,subscription
dc69d79614315eb2,229706266491e29c,game_001,13.72,2025-01-18T04:01:33Z,2025-01-18T04:50:04Z,subscription
ed76ac25643bad11,,game_003,11.2,2025-01-23T19:00:35Z,2025-01-23T19:05:16Z,purchase
95be887eb7533a58,74e401807ec24914,game_002,1.82,2025-01-29T22:38:20Z,2025-01-29T23:37:44Z,subscription
369e303793566763,8fe15d75576a8ad8,game_004,1.3,2025-01-20T08:23:17Z,2025-01-20T09:19:05Z,subscription
0ea0fe047930dc84,9f907340135e1cc9,game_001,11.76,2025-01-13T21:05:37Z,2025-01-13T21:14:48Z,install
effbcfa3786223a1,a748b35463a29684,game_004,4.07,2025-01-12T00:05:50Z,2025-01-12T00:24:49Z,purchase
58cf9741b87cf294,8fb56fe78ee3ed33,game_005,8.08,2025-01-17T16:11:03Z,2025-01-17T16:42:48Z,install
edcf5abbd0576f46,4f9eafde9f2426d5,game_003,2.02,2025-01-14T17:41:57Z,2025-01-14T18:07:34Z,install
08d471211bc15527,cdde525ab6934cab,game_001,10.87,2025-01-07T22:32:06Z,2025-01-07T23:25:52Z,subscription
6bf905dbd53dbe25,6231e06fe55b12c7,game_001,13.59,2025-02-01T05:00:07Z,2025-02-01T05:30:26Z,purchase
ed66c8eaecaa2908,0bc423ed22ef49d1,game_001,6.44,2025-01-22T17:55:17Z,2025-01-22T18:09:54Z,subscription
469e8fdca538b80a,85f656597a40a204,game_003,2.09,2025-01-17T23:05:48Z,2025-01-17T23:56:19Z,purchase
4878ed9fef91938f,5a1c5da7932f1565,game_002,5.86,2025-01-01T21:13:54Z,2025-01-01T21:52:54Z,subscription
9e10790445fb25e9,df69806f3b39ea27,game_005,9.25,2025-01-25T01:08:43Z,2025-01-25T01:13:52Z,install
b073ab3f3511659f,7b684f6310300b5f,game_003,3.45,2025-01-04T11:26:18Z,2025-01-04T12:16:40Z,subscription
d5feff2cd109893a,a7a339798ca68b55,game_002,2.06,2025-01-23T13:50:56Z,2025-01-23T14:41:13Z,subscription
f414d0b0b623bbe9,afc9c04ef0a8ea55,game_001,12.72,2025-01-29T23:51:28Z,2025-01-29T23:58:10Z,purchase
93ae03f531eab064,39bc20120d0c3a21,game_004,2.53,2025-01-17T10:02:23Z,2025-01-17T10:27:21Z,purchase
352c998875e4452d,85c449bf3d0f3097,game_003,3.73,2025-01-17T08:00:24Z,2025-01-17T08:59:11Z,subscription
2c34e466d5d21dab,30310d6ed4aac492,game_002,4.82,2025-01-15T20:10:07Z,2025-01-15T20:19:29Z,purchase
9fba66c45ed339e2,ef32d16ccb22ea72,game_004,3.18,2025-01-11T08:27:16Z,2025-01-11T08:45:45Z,install
672b5d140578c07f,,game_004,0.93,2025-01-30T05:03:58Z,2025-01-30T05:14:02Z,install
54622331d7ff523c,56859e05c7243511,game_003,5.36,2025-01-18T20:18:19Z,2025-01-18T20:55:52Z,purchase
e7c87e883dd9482e,d4df3ada57dc225f,game_005,6.96,2025-01-16T19:51:07Z,2025-01-16T20:02:36Z,install
3859b4a9556dd58f,56028f7511fb6654,game_002,2.38,2025-02-02T14:04:29Z,2025-02-02T15:00:33Z,purchase
5264fdb784437d8e,0f5ce3c609007158,game_001,7.21,2025-01-25T20:52:17Z,2025-01-25T21:16:00Z,purchase
7bc890202f80b1e7,e649d144ab71c9fe,game_005,6.52,2025-01-15T09:59:12Z,2025-01-15T10:54:17Z,install
d11442c5a547b643,c56c9eb9be70e54f,game_003,1.8,2025-01-30T05:10:00Z,2025-01-30T05:53:48Z,install
9bae80cc21d57862,785218dedd50f7e7,game_002,5.46,2025-01-02T11:30:30Z,2025-01-02T11:42:21Z,install
0a88e4468b955574,e9b77f7141b9e3e1,game_001,4.64,2025-01-27T16:31:08Z,2025-01-27T17:29:00Z,install
0d1b09c03c7271fb,9a602486f59101c6,game_001,15.12,2025-01-31T03:32:16Z,2025-01-31T03:39:58Z,subscription
5985f870fd0bfd67,9b9731b3d62c581e,game_003,4.41,2025-02-02T12:59:22Z,2025-02-02T13:54:14Z,subscription
88f5c81180e8eee0,21756e69d763a709,game_002,2.32,2025-01-28T01:43:54Z,2025-01-28T01:50:40Z,subscription
3361056cc1e8fce3,,game_001,9.55,2025-01-23T23:52:07Z,2025-01-24T00:04:33Z,purchase
d72519e12eba8ba6,f258694f444e95b0,game_001,13.49,2025-01-27T08:06:44Z,2025-01-27T08:20:23Z,subscription
10e1e43bd3126256,704e9f495388bdee,game_003,4.83,2025-01-10T18:24:23Z,2025-01-10T19:01:41Z,install
c9e6fbb39e85bc3e,444fc6af35066be5,game_004,1.73,2025-01-17T11:00:40Z,2025-01-17T11:53:20Z,install
3872ede1e340b9d2,,game_004,0.91,2025-01-03T00:59:31Z,2025-01-03T01:18:45Z,purchase
7b580422b5dbc178,1b35a65cead36d15,game_003,1.35,2025-01-15T06:20:33Z,2025-01-15T07:03:52Z,subscription
58f9232d67eedebf,eed9d0438444b403,game_005,4.18,2025-01-05T07:45:12Z,2025-01-05T08:21:01Z,purchase
a09b2bf7f7fe94b7,087306a2c616ce86,game_003,4.82,2025-01-16T02:44:54Z,2025-01-16T02:55:07Z,subscription
b6d35fb13956b924,,game_004,2.09,2025-01-21T08:09:52Z,2025-01-21T09:03:44Z,purchase
c6892dc471ad024f,1b2d24892e5c76e2,game_003,3.39,2025-01-14T02:21:41Z,2025-01-14T03:11:30Z,subscription
b7942c7ed1568273,dab6edaaab320450,game_001,9.61,2025-01-27T16:29:01Z,2025-01-27T17:09:00Z,subscription
8875daedb944e192,,game_005,3.98,2025-01-26T16:35:31Z,2025-01-26T17:10:43Z,purchase
6661c7ced980c6c7,41e4a93759a5e011,game_001,4.39,2025-01-29T22:06:28Z,2025-01-29T22:15:37Z,install
26cc9d0a3f53e8ad,4b921c385a1d1fb8,game_005,6.85,2025-01-26T00:15:28Z,2025-01-26T00:42:32Z,subscription
e9314f19eaaf7671,8d8b994c97c1faf9,game_004,5.54,2025-01-09T03:11:50Z,2025-01-09T04:00:15Z,purchase
dd6fa3844f6fc769,c5ed27c84aa577d3,game_002,4.43,2025-01-26T19:01:15Z,2025-01-26T19:39:15Z,purchase
d7110402334c279d,a91b28786cd7a51f,game_002,3.48,2025-01-06T17:50:57Z,2025-01-06T18:33:28Z,purchase
382a319ec20c97df,ef8e0db6ed299385,game_005,7.68,2025-01-16T22:14:12Z,2025-01-16T22:32:07Z,subscription
025ac0a4ae9cc1b7,21cb8bbf4c8360af,game_001,15.58,2025-01-13T08:10:47Z,2025-01-13T08:16:26Z,subscription
86815ee083245216,c0bda06753952311,game_002,5.1,2025-01-23T10:07:42Z,2025-01-23T10:44:33Z,subscription
b86bfa4213e312dd,3847ad885b152d04,game_002,2.79,2025-01-23T22:29:20Z,2025-01-23T23:12:24Z,install
edc3f38d6af95714,69e473af42902d46,game_004,3.46,2025-01-22T18:51:52Z,2025-01-22T19:03:49Z,purchase
587913073b5853d1,05feceebea9d0207,game_002,3.88,2025-01-05T17:18:21Z,2025-01-05T17:50:11Z,install
492e6fbe434d5387,defb67b3d6bb9a1f,game_002,4.52,2025-01-06T04:16:50Z,2025-01-06T04:59:45Z,purchase
f4d45940c8bb505d,537a3156ba527f22,game_005,7.9,2025-02-01T08:52:53Z,2025-02-01T08:57:36Z,install
5dafee45ca418d19,,game_005,2.36,2025-01-25T01:23:57Z,2025-01-25T01:29:10Z,purchase
c7808fa6a40b1baf,212cf1d1a28aa9cd,game_004,3.9,2025-01-17T06:03:42Z,2025-01-17T06:56:53Z,purchase
a53f10635cac3c7d,b6ddbd11ae864837,game_001,11.87,2025-01-03T01:16:52Z,2025-01-03T01:28:49Z,subscription
bc30b08879661276,2eafda49767981dd,game_003,2.46,2025-01-29T02:49:50Z,2025-01-29T03:37:36Z,purchase
a1e4ab144b119884,6ddbe90e651a73e4,game_001,7.81,2025-01-16T11:49:30Z,2025-01-16T12:06:35Z,subscription
5b25dfa77b6c7343,88b334156f825799,game_003,2.18,2025-01-30T20:09:24Z,2025-01-30T20:16:36Z,install
cf01dc3e3cf354ed,f6199b2f3d35b117,game_001,4.75,2025-01-18T00:01:35Z,2025-01-18T00:21:44Z,install
e6f267320f0af08d,9889e93f6b913eae,game_003,1.73,2025-01-07T22:25:01Z,2025-01-07T23:23:27Z,install
c5cc3058621b09d7,6971f36b3531089b,game_002,1.78,2025-02-02T07:22:00Z,2025-02-02T07:31:55Z,purchase
a84efc3b472c6936,f91d04857d436b9e,game_002,5.41,2025-01-17T07:42:58Z,2025-01-17T07:47:20Z,purchase
09270bf4ca43589b,2f3c746f85cc0a4d,game_001,13.29,2025-01-05T18:51:08Z,2025-01-05T19:12:03Z,install
b501ee9c9a2eea77,43672bb195579efc,game_002,4.88,2025-01-05T09:50:36Z,2025-01-05T10:23:53Z,install
121a60b14a5665e9,8d3f9a22e5d7e577,game_004,8.0,2025-01-08T15:21:00Z,2025-01-08T15:29:00Z,purchase
1e6b1c0c90459220,c18d2ff341f4ecc0,game_005,5.93,2025-01-12T21:39:39Z,2025-01-12T22:03:09Z,install
c10f0b0895aeed26,2a09fc4995744f4a,game_004,3.82,2025-01-18T13:25:28Z,2025-01-18T13:36:23Z,purchase
8a3f63c162fa4b4c,a8dc538e7e3d34bb,game_001,15.67,2025-01-13T05:03:33Z,2025-01-13T05:45:35Z,purchase
ed6695c2dc70bce4,92e22c0880158f02,game_005,9.75,2025-01-31T20:38:52Z,2025-01-31T20:48:19Z,subscription
9663ae82a479e298,9cf4b739ee163923,game_001,6.88,2025-01-22T06:02:55Z,2025-01-22T06:06:57Z,purchase
aeb6a152b762f5ea,aa142d7c25ee7299,game_001,12.14,2025-01-21T19:10:50Z,2025-01-21T19:50:06Z,install
ca1cbcce347bb93e,0d367e48ebe20ffd,game_004,1.37,2025-01-04T10:32:17Z,2025-01-04T11:20:10Z,install
d299943053a941a0,00161625483105bd,game_002,2.89,2025-02-04T01:40:45Z,2025-02-04T01:43:49Z,install
6c06abe1151d7714,c5e22671da3cb834,game_004,2.32,2025-02-06T01:04:44Z,2025-02-06T01:23:33Z,install
